# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "--countReadPairs" "-t" "transcript" "-g" "transcript_id" "-a" "references/GCF_001617525.2.gtf" "-o" "results/counts.txt" "results/SRR5578735.bam" "results/SRR5578736.bam" "results/SRR5578737.bam" "results/SRR5578738.bam" "results/SRR5578739.bam" "results/SRR5578740.bam" 
Geneid	results/SRR5578735.bam	results/SRR5578736.bam	results/SRR5578737.bam	results/SRR5578738.bam	results/SRR5578739.bam	results/SRR5578740.bam
gene-A1F92_RS13285	46	76	77	179	150	158
gene-A1F92_RS13290	105	104	81	212	203	206
gene-A1F92_RS13295	57	71	80	68	57	48
gene-A1F92_RS13300	40	38	34	28	27	22
gene-A1F92_RS13305	11	14	18	18	8	11
gene-A1F92_RS13310	123	129	117	37	36	45
gene-A1F92_RS13315	909	839	731	199	165	184
gene-A1F92_RS13320	15	19	38	23	14	15
gene-A1F92_RS13325	114	126	169	25	31	16
gene-A1F92_RS13330	232	282	297	32	16	27
gene-A1F92_RS13335	337	308	307	23	15	12
gene-A1F92_RS13340	2416	2679	2675	248	242	278
gene-A1F92_RS13345	257	266	258	39	35	48
gene-A1F92_RS13350	239	252	289	14	15	9
gene-A1F92_RS13360	195	228	265	10	7	6
gene-A1F92_RS13365	76	107	99	4	5	1
gene-A1F92_RS13370	464	524	498	425	416	382
gene-A1F92_RS13375	101	96	99	3	5	7
gene-A1F92_RS13380	86	94	86	19	9	10
gene-A1F92_RS13385	267	289	312	29	16	25
gene-A1F92_RS13390	126	142	216	9	9	23
gene-A1F92_RS13395	73	77	70	14	11	12
gene-A1F92_RS13400	73	62	86	24	26	22
gene-A1F92_RS13405	20	19	19	21	16	14
gene-A1F92_RS13410	163	130	141	60	61	65
gene-A1F92_RS16390	37	33	51	6	3	2
gene-A1F92_RS13420	23	28	25	2	11	6
gene-A1F92_RS13425	47	40	59	5	5	3
gene-A1F92_RS13430	235	250	229	19	15	25
gene-A1F92_RS13435	54	50	69	12	3	17
gene-A1F92_RS13440	36	31	37	5	1	3
gene-A1F92_RS13445	33	27	49	5	1	4
gene-A1F92_RS13450	16	18	24	0	0	1
gene-A1F92_RS13455	65	42	54	7	4	8
gene-A1F92_RS13460	46	32	36	6	17	9
gene-A1F92_RS13465	46	69	48	21	15	25
gene-A1F92_RS13470	12	11	22	12	11	4
gene-A1F92_RS13475	12	18	17	0	5	5
gene-A1F92_RS13480	11	6	4	1	0	0
gene-A1F92_RS13485	618	762	756	36	34	51
gene-A1F92_RS13490	14	21	13	50	54	40
gene-A1F92_RS13495	26	27	18	65	54	55
gene-A1F92_RS13500	35	39	52	76	46	48
gene-A1F92_RS13510	29	22	45	1	2	2
gene-A1F92_RS13515	143	166	177	11	14	25
gene-A1F92_RS13520	164	157	178	22	22	35
gene-A1F92_RS13525	409	392	435	27	11	33
gene-A1F92_RS13530	36	42	48	5	5	8
gene-A1F92_RS13535	48	47	50	4	3	2
gene-A1F92_RS13540	32	42	44	11	4	7
gene-A1F92_RS13545	103	122	153	1534	1616	1235
gene-A1F92_RS13550	79	65	67	439	320	338
gene-A1F92_RS13555	18	14	26	114	63	66
gene-A1F92_RS13560	13	15	11	27	11	26
gene-A1F92_RS13565	2	5	7	6	6	5
gene-A1F92_RS13575	7	4	4	2	3	3
gene-A1F92_RS13580	3	3	4	0	0	0
gene-A1F92_RS13585	416	423	435	28	36	26
gene-A1F92_RS13590	81	70	72	19	10	17
gene-A1F92_RS13595	16	13	9	12	18	6
gene-A1F92_RS13600	123	122	97	7	10	19
gene-A1F92_RS13610	97	112	105	25	23	35
gene-A1F92_RS13620	81	101	90	39	42	46
gene-A1F92_RS13625	19	32	30	7	8	7
gene-A1F92_RS13630	6	12	6	3	0	2
gene-A1F92_RS13635	118	126	106	8	12	10
gene-A1F92_RS13645	22	10	13	11	5	3
gene-A1F92_RS16400	1	1	0	1	0	0
gene-A1F92_RS13655	65	85	63	9	12	6
gene-A1F92_RS13660	32	57	30	12	17	15
gene-A1F92_RS13665	19	22	24	9	3	5
gene-A1F92_RS13670	14	14	14	5	6	2
gene-A1F92_RS13675	32	18	23	2	5	3
gene-A1F92_RS13680	8	3	3	1	3	1
gene-A1F92_RS13685	166	190	185	61	54	56
gene-A1F92_RS13690	10	12	15	1	0	0
gene-A1F92_RS13695	4	0	4	0	1	2
gene-A1F92_RS13705	882	1057	964	176	170	184
gene-A1F92_RS13710	42830	42017	42673	38992	35486	36966
gene-A1F92_RS13715	169	170	177	1617	1196	1136
gene-A1F92_RS13720	97	105	116	53	52	58
gene-A1F92_RS13725	486	434	453	298	232	287
gene-A1F92_RS13730	2422	2564	2659	235	166	237
gene-A1F92_RS13735	238	224	243	21	16	16
gene-A1F92_RS13740	555	641	680	142	132	184
gene-A1F92_RS13745	18	19	18	1	2	0
gene-A1F92_RS13750	28	28	32	2	1	3
gene-A1F92_RS13755	263	264	268	284	272	370
gene-A1F92_RS16405	18	21	29	1	0	0
gene-A1F92_RS13765	115	119	106	10	10	9
gene-A1F92_RS13770	713	695	686	18	15	29
gene-A1F92_RS13775	2011	2222	2183	95	38	50
gene-A1F92_RS13780	89	91	85	9	5	7
gene-A1F92_RS13785	4208	4754	4624	371	315	352
gene-A1F92_RS13790	862	884	854	296	214	235
gene-A1F92_RS13795	1781	1824	1742	523	393	390
gene-A1F92_RS13800	99	115	107	7	10	6
gene-A1F92_RS13805	2086	2174	2005	278	261	279
gene-A1F92_RS13810	3583	3760	3937	516	424	530
gene-A1F92_RS13815	1971	2216	2245	540	571	531
gene-A1F92_RS13820	3155	3491	3410	653	686	659
gene-A1F92_RS13825	259	283	282	48	55	56
gene-A1F92_RS13830	1304	1480	1569	126	144	140
gene-A1F92_RS13835	813	948	990	34	39	55
gene-A1F92_RS13840	890	942	967	34	17	46
gene-A1F92_RS13845	539	622	634	17	13	17
gene-A1F92_RS13850	2470	2740	2811	589	690	617
gene-A1F92_RS13855	568	600	592	22	25	21
gene-A1F92_RS13860	282	291	285	21	25	26
gene-A1F92_RS13865	136	163	191	12	18	18
gene-A1F92_RS13870	464	541	579	35	39	45
gene-A1F92_RS13875	1788	2019	2020	233	257	239
gene-A1F92_RS13880	339	400	408	12	21	27
gene-A1F92_RS13885	577	697	773	30	30	36
gene-A1F92_RS13890	29	39	23	3	2	2
gene-A1F92_RS13895	10	13	7	4	1	1
gene-A1F92_RS13900	27	27	15	5	2	2
gene-A1F92_RS13905	42	48	59	27	32	27
gene-A1F92_RS13910	164	174	166	127	117	139
gene-A1F92_RS13915	115	120	125	144	115	141
gene-A1F92_RS13920	39	32	33	15	24	27
gene-A1F92_RS13925	513	625	585	141	110	152
gene-A1F92_RS13935	665	724	753	205	161	188
gene-A1F92_RS13940	180	223	229	115	82	101
gene-A1F92_RS13945	90	99	116	39	19	27
gene-A1F92_RS13950	1137	1242	1231	45	32	33
gene-A1F92_RS13955	500	577	540	25	27	21
gene-A1F92_RS13960	231	285	267	267	274	264
gene-A1F92_RS13965	104	111	104	19	14	16
gene-A1F92_RS13970	109	127	122	14	13	12
gene-A1F92_RS13975	59	64	61	15	15	18
gene-A1F92_RS13980	13	10	5	18	21	18
gene-A1F92_RS13985	3	1	1	0	2	0
gene-A1F92_RS13990	2	3	1	1	0	3
gene-A1F92_RS13995	18	18	17	4	6	3
gene-A1F92_RS14000	523	536	503	102	60	105
gene-A1F92_RS14005	46	62	55	32	16	15
gene-A1F92_RS14010	102	153	136	60	62	41
gene-A1F92_RS14015	79	105	101	44	52	68
gene-A1F92_RS14020	178	143	192	51	62	67
gene-A1F92_RS14025	893	868	798	69	58	65
gene-A1F92_RS14030	3319	3632	3543	1647	1326	1455
gene-A1F92_RS14035	191	170	154	91	84	96
gene-A1F92_RS14040	561	629	555	6535	4868	4793
gene-A1F92_RS14045	440	450	412	246	172	181
gene-A1F92_RS14050	130	121	94	557	472	494
gene-A1F92_RS14055	29	32	41	14	5	7
gene-A1F92_RS14060	183	196	224	74	54	61
gene-A1F92_RS14065	128	147	130	5	4	2
gene-A1F92_RS14070	244	283	242	14	21	23
gene-A1F92_RS14075	10344	10389	9649	347	288	307
gene-A1F92_RS16100	18	11	15	3	3	2
gene-A1F92_RS14085	544	535	512	193	232	234
gene-A1F92_RS14090	294	253	325	193	143	150
gene-A1F92_RS14095	203	255	227	305	285	292
gene-A1F92_RS14100	477	434	437	434	281	309
gene-A1F92_RS14105	519	541	521	126	84	119
gene-A1F92_RS14110	1109	1369	1409	2344	1984	2303
gene-A1F92_RS14115	63	52	63	51	37	56
gene-A1F92_RS14120	1370	1476	1434	123	127	180
gene-A1F92_RS14125	948	904	951	23	18	19
gene-A1F92_RS14130	609	601	496	15	16	28
gene-A1F92_RS14135	124	99	102	2	8	10
gene-A1F92_RS14140	552	520	475	26	33	41
gene-A1F92_RS16105	2	6	3	3	3	0
gene-A1F92_RS14145	112	128	103	13	15	11
gene-A1F92_RS14150	26	23	37	4	6	3
gene-A1F92_RS14155	495	481	577	34	27	42
gene-A1F92_RS14160	73	94	82	74	56	98
gene-A1F92_RS14165	424	465	425	61	58	74
gene-A1F92_RS14170	323	368	379	27	28	28
gene-A1F92_RS14175	89	94	102	57	43	51
gene-A1F92_RS14180	34	61	44	14	9	20
gene-A1F92_RS14185	266	303	331	293	260	296
gene-A1F92_RS14190	165	152	157	12	8	15
gene-A1F92_RS14195	509	486	555	46	45	41
gene-A1F92_RS14200	188	132	146	20	27	21
gene-A1F92_RS14205	137	93	82	5	1	4
gene-A1F92_RS16110	2245	2703	2738	17	9	13
gene-A1F92_RS14215	672	711	711	185	180	202
gene-A1F92_RS14220	1129	1170	1181	213	177	191
gene-A1F92_RS14225	510	619	642	28	33	35
gene-A1F92_RS14230	1069	1191	1362	53	52	69
gene-A1F92_RS14235	283	298	281	18	15	23
gene-A1F92_RS14240	155	160	198	6	2	12
gene-A1F92_RS14245	149	157	162	10	17	16
gene-A1F92_RS14255	339	352	370	54	29	47
gene-A1F92_RS14260	242	309	290	48	43	47
gene-A1F92_RS14265	4276	4568	4593	2453	2186	2130
gene-A1F92_RS14270	422	500	454	402	301	394
rna-A1F92_RS14275	1	0	0	0	1	0
rna-A1F92_RS14280	0	0	1	0	1	0
rna-A1F92_RS14285	0	1	0	2	2	0
gene-A1F92_RS14290	562	584	600	17	28	21
gene-A1F92_RS14295	979	970	1055	153	165	195
gene-A1F92_RS14300	1990	1874	2110	860	741	863
gene-A1F92_RS14305	215	222	214	882	844	851
gene-A1F92_RS16130	0	3	3	16	8	16
gene-A1F92_RS14315	152	136	146	287	227	268
gene-A1F92_RS14320	494	545	557	1002	1649	929
gene-A1F92_RS14325	209	259	237	49	45	52
gene-A1F92_RS14330	54	82	78	12	15	11
gene-A1F92_RS14335	853	892	941	262	187	187
gene-A1F92_RS14340	152	159	147	236	198	202
gene-A1F92_RS14350	1952	2293	2233	43	74	85
gene-A1F92_RS14355	741	772	731	543	502	541
gene-A1F92_RS14360	99	130	94	109	99	120
gene-A1F92_RS14365	142	198	184	19	24	29
gene-A1F92_RS14370	233	250	238	11	4	22
gene-A1F92_RS14375	519	615	702	32	24	35
gene-A1F92_RS14380	265	269	299	263	197	224
gene-A1F92_RS14385	0	0	1	0	0	20
gene-A1F92_RS14390	14	14	9	2	2	2
gene-A1F92_RS14395	6	20	19	7	4	5
gene-A1F92_RS14400	12	11	10	2	2	2
gene-A1F92_RS14405	238	295	308	16	9	19
gene-A1F92_RS14410	326	374	332	287	247	282
gene-A1F92_RS14415	124	118	113	18	20	23
gene-A1F92_RS14420	32	28	32	1	1	2
gene-A1F92_RS14425	42	57	48	17	18	14
gene-A1F92_RS14430	141	114	134	18	14	13
gene-A1F92_RS14435	556	513	436	391	346	328
gene-A1F92_RS14440	607	743	659	271	248	254
gene-A1F92_RS14445	633	643	631	728	583	476
gene-A1F92_RS14450	1852	1816	1766	1287	893	1014
gene-A1F92_RS14455	1145	1183	1249	12550	8202	10094
gene-A1F92_RS14460	354	422	445	834	540	647
gene-A1F92_RS16115	227	165	120	198	184	175
gene-A1F92_RS14465	251	256	259	2160	1621	1620
gene-A1F92_RS14470	301	326	292	148	138	181
gene-A1F92_RS14475	1343	1247	1248	15	17	34
gene-A1F92_RS14480	149	148	145	117	93	136
gene-A1F92_RS14485	164	133	131	153	124	117
gene-A1F92_RS14490	26	44	31	3	2	7
gene-A1F92_RS14495	483	559	573	900	835	819
gene-A1F92_RS14500	185	178	202	334	328	296
gene-A1F92_RS14505	389	353	394	171	154	143
gene-A1F92_RS14510	825	766	686	53	25	30
gene-A1F92_RS14515	195	228	266	36	52	42
gene-A1F92_RS14520	220	260	252	11	9	10
gene-A1F92_RS14525	124	160	142	89	56	100
gene-A1F92_RS14530	184	241	181	253	160	224
gene-A1F92_RS14535	543	484	490	216	186	194
gene-A1F92_RS14540	360	419	407	38	23	42
gene-A1F92_RS14545	213	187	206	135	92	121
gene-A1F92_RS14550	902	922	1000	88	85	88
gene-A1F92_RS14555	339	315	355	21	17	17
gene-A1F92_RS14565	4	4	2	0	0	0
gene-A1F92_RS14570	1034	1272	1374	146	173	154
gene-A1F92_RS14575	570	670	778	81	83	89
gene-A1F92_RS14580	962	937	943	55	39	66
gene-A1F92_RS14585	146	180	195	116	85	94
gene-A1F92_RS14590	1558	1715	1741	2526	2381	2428
gene-A1F92_RS14595	241	283	280	35	33	38
gene-A1F92_RS14600	135	146	142	21	26	21
gene-A1F92_RS14605	112	98	101	31	28	25
gene-A1F92_RS14610	2136	2261	2309	359	291	296
gene-A1F92_RS14615	313	299	329	161	107	151
gene-A1F92_RS14620	306	388	397	132	110	122
gene-A1F92_RS14625	155	190	186	46	31	45
gene-A1F92_RS14630	2709	3017	2679	918	728	778
gene-A1F92_RS14635	994	1199	1152	983	887	912
gene-A1F92_RS14640	185	169	171	189	180	185
gene-A1F92_RS14645	396	406	407	491	426	425
gene-A1F92_RS14650	27	36	36	24	20	24
gene-A1F92_RS14655	773	784	729	788	555	493
gene-A1F92_RS14660	177	178	196	31	30	45
gene-A1F92_RS14665	156	175	207	22	30	31
gene-A1F92_RS14670	1833	1518	1587	6332	4688	5006
gene-A1F92_RS14675	1393	1438	1674	274	227	354
gene-A1F92_RS14680	35535	37280	35101	206	214	318
gene-A1F92_RS14685	188	217	177	312	288	286
gene-A1F92_RS14690	138	141	133	30	22	23
rna-A1F92_RS14695	0	0	0	0	0	0
gene-A1F92_RS14700	22	22	19	10	12	7
gene-A1F92_RS14705	5	12	5	3	6	3
gene-A1F92_RS14710	32	27	19	2	3	5
gene-A1F92_RS14715	68	62	45	5	11	6
gene-A1F92_RS14720	41	48	58	9	7	11
gene-A1F92_RS14725	8	8	12	1	0	3
gene-A1F92_RS14730	28	31	24	1	1	0
gene-A1F92_RS14735	113	137	138	2	2	3
gene-A1F92_RS14740	466	487	452	95	81	74
gene-A1F92_RS14745	165	181	187	7	10	18
gene-A1F92_RS14750	147	196	176	10	13	13
gene-A1F92_RS14755	279	280	290	37	24	45
gene-A1F92_RS14765	316	324	280	44	24	45
gene-A1F92_RS14770	335	332	311	247	291	263
gene-A1F92_RS14775	78	79	85	1075	852	835
gene-A1F92_RS14780	59	57	55	1095	909	974
gene-A1F92_RS14785	93	101	83	91	54	60
gene-A1F92_RS14790	22	31	27	21	14	28
gene-A1F92_RS14795	10	15	13	10	3	4
gene-A1F92_RS14800	109	107	111	1467	1139	1041
gene-A1F92_RS14805	998	1084	1070	5335	4292	4560
gene-A1F92_RS14810	75	87	90	23	13	20
gene-A1F92_RS14825	168	198	192	37	47	61
gene-A1F92_RS14830	400	370	411	255	246	305
gene-A1F92_RS14835	39	36	42	23	25	27
gene-A1F92_RS14840	8	7	5	7	6	6
gene-A1F92_RS14845	2	4	11	18	15	6
gene-A1F92_RS14850	6	4	8	10	11	13
gene-A1F92_RS14855	7	3	12	5	2	1
gene-A1F92_RS14860	474	549	479	31	19	30
gene-A1F92_RS14865	84	70	81	28	32	23
gene-A1F92_RS14870	206	223	241	44	29	41
gene-A1F92_RS14875	209	202	196	32	21	38
gene-A1F92_RS14880	228	266	276	46	25	50
gene-A1F92_RS14885	519	526	554	174	154	157
gene-A1F92_RS14890	44	48	57	1	0	0
gene-A1F92_RS14895	16	29	28	21	21	27
gene-A1F92_RS14900	21	11	9	1	2	3
gene-A1F92_RS14905	359	349	352	164	128	142
gene-A1F92_RS14910	19	19	20	7	12	16
gene-A1F92_RS14915	12	5	6	17	16	12
gene-A1F92_RS14920	7	21	13	8	12	9
gene-A1F92_RS14925	45	42	52	21	29	23
gene-A1F92_RS14930	42	38	45	42	30	23
gene-A1F92_RS14935	194	159	172	779	614	562
gene-A1F92_RS14940	190	204	209	868	709	651
gene-A1F92_RS14945	21	19	13	7	5	3
gene-A1F92_RS14950	47	56	44	46	43	58
gene-A1F92_RS14955	43	51	59	27	23	22
gene-A1F92_RS14960	68	62	63	6	5	5
gene-A1F92_RS14965	41	52	49	27	23	31
gene-A1F92_RS14970	26	20	28	24	36	34
gene-A1F92_RS14975	75	88	81	23	27	32
gene-A1F92_RS14980	157	147	154	6	15	15
gene-A1F92_RS14985	136	144	131	48	70	82
gene-A1F92_RS14990	332	418	403	33	29	33
gene-A1F92_RS14995	134	103	126	48	28	41
gene-A1F92_RS15000	80	89	108	71	48	65
gene-A1F92_RS15005	277	298	272	85	56	73
gene-A1F92_RS15010	94	112	114	13	11	25
gene-A1F92_RS15015	74	84	87	8	5	7
gene-A1F92_RS15020	30	19	25	7	13	5
gene-A1F92_RS15025	8	9	15	2	4	3
gene-A1F92_RS15030	122	125	116	70	35	45
gene-A1F92_RS15035	275	289	249	140	152	144
gene-A1F92_RS15040	21	14	17	53	49	52
gene-A1F92_RS15045	48	52	61	52	43	38
gene-A1F92_RS15050	44	61	63	8	5	18
gene-A1F92_RS15055	903	801	767	500	494	474
gene-A1F92_RS15060	67	93	93	11	9	14
gene-A1F92_RS15065	84	84	75	22	40	25
gene-A1F92_RS15070	76	67	86	31	40	47
gene-A1F92_RS15075	221	257	256	28	29	29
gene-A1F92_RS15080	76	68	81	11	6	14
gene-A1F92_RS15085	396	364	391	36	41	50
gene-A1F92_RS15090	306	282	253	927	654	672
gene-A1F92_RS15095	10	14	13	3	1	5
gene-A1F92_RS15100	10	10	6	2	1	5
gene-A1F92_RS15105	127	123	148	26	17	19
gene-A1F92_RS15110	44	64	40	22	14	11
gene-A1F92_RS15115	202	196	190	48	35	33
gene-A1F92_RS15120	610	598	638	67	61	47
gene-A1F92_RS15125	135	153	137	156	149	169
gene-A1F92_RS15130	19	33	50	2	1	1
gene-A1F92_RS15135	768	853	1050	104	107	151
gene-A1F92_RS15140	0	4	3	1	0	1
gene-A1F92_RS15145	21	36	27	7	5	4
gene-A1F92_RS15150	3	2	6	1	0	1
gene-A1F92_RS15155	8	8	10	5	4	3
gene-A1F92_RS15160	1	2	1	0	0	1
gene-A1F92_RS15165	4	9	6	1	0	0
gene-A1F92_RS15170	187	178	180	222	195	165
gene-A1F92_RS15175	4	3	4	3	8	0
gene-A1F92_RS15180	24	33	35	36	31	21
gene-A1F92_RS15185	9	13	13	14	8	13
gene-A1F92_RS15190	0	2	3	1	0	1
gene-A1F92_RS15195	4	5	2	0	0	0
gene-A1F92_RS15200	93	95	99	212	176	207
gene-A1F92_RS15205	109	143	126	223	208	198
gene-A1F92_RS15210	13	17	17	8	2	8
gene-A1F92_RS15215	21	16	14	3	3	4
gene-A1F92_RS15220	26	18	26	23	16	23
gene-A1F92_RS15225	3	7	5	4	6	4
gene-A1F92_RS15230	11	1	7	10	1	6
gene-A1F92_RS15235	13	12	23	2	3	8
gene-A1F92_RS15240	444	425	488	179	140	149
gene-A1F92_RS15245	195	179	147	29	36	23
gene-A1F92_RS15250	17	26	24	9	6	8
gene-A1F92_RS15255	23	32	17	11	12	5
gene-A1F92_RS15260	15	12	16	2	0	0
gene-A1F92_RS15265	8	13	7	4	2	4
gene-A1F92_RS15270	7	16	13	1	2	2
gene-A1F92_RS15275	2	0	2	0	0	0
gene-A1F92_RS15280	15	12	16	3	1	6
gene-A1F92_RS15285	128	136	141	110	71	87
gene-A1F92_RS15290	132	126	135	55	72	48
gene-A1F92_RS15295	1886	1932	1993	7594	5737	6029
gene-A1F92_RS15300	145	128	122	30	14	24
gene-A1F92_RS15310	22	20	38	19	11	7
gene-A1F92_RS16410	66	57	72	114	76	83
gene-A1F92_RS15320	925	887	901	608	354	439
gene-A1F92_RS15325	2459	2640	2546	714	525	562
gene-A1F92_RS15330	9638	9370	8910	12924	10717	10879
gene-A1F92_RS15335	13975	14452	13830	10239	9555	8322
gene-A1F92_RS16475	13558	14226	13943	9275	10262	7557
gene-A1F92_RS15345	120	94	120	21	50	17
gene-A1F92_RS15350	5946	6462	6205	500	496	414
gene-A1F92_RS15355	1374	1473	1497	1198	808	813
gene-A1F92_RS15360	55916	56088	56725	49219	46412	40546
gene-A1F92_RS15365	139	134	147	201	142	127
gene-A1F92_RS15370	124	144	134	208	178	167
gene-A1F92_RS15375	87	61	86	18	22	17
gene-A1F92_RS15380	1590	1615	1545	1632	1271	1434
gene-A1F92_RS15385	2	1	3	2	0	3
gene-A1F92_RS15390	4	13	13	5	4	2
gene-A1F92_RS15395	4	4	3	2	0	1
gene-A1F92_RS15400	6	2	5	3	1	2
gene-A1F92_RS15405	0	0	0	1	0	1
gene-A1F92_RS15410	5	2	4	2	0	0
gene-A1F92_RS15415	1	2	1	1	0	0
gene-A1F92_RS15420	54	32	50	9	7	6
gene-A1F92_RS15425	30	31	32	23	20	22
gene-A1F92_RS15430	52	48	53	15	2	12
gene-A1F92_RS15440	176	209	192	12	14	23
gene-A1F92_RS15445	537	616	623	407	394	308
gene-A1F92_RS15455	1551	1715	1708	511	446	419
gene-A1F92_RS15460	722	724	767	192	216	183
gene-A1F92_RS15465	1012	1034	1076	284	173	241
gene-A1F92_RS15470	50	35	32	30	27	18
gene-A1F92_RS16515	22	16	16	2	2	0
gene-A1F92_RS16480	27	26	28	4	4	8
gene-A1F92_RS15485	14	21	31	11	11	5
gene-A1F92_RS15490	20	6	17	0	0	1
gene-A1F92_RS15495	3	7	3	0	0	0
gene-A1F92_RS15500	7	11	17	0	1	1
gene-A1F92_RS15505	13	15	13	1	3	0
gene-A1F92_RS15510	75	71	76	16	13	12
gene-A1F92_RS15515	162	168	176	10	10	15
gene-A1F92_RS15520	800	917	972	134	97	103
gene-A1F92_RS15530	1567	1651	1615	116	79	104
gene-A1F92_RS15535	75	68	78	26	21	32
gene-A1F92_RS16430	14	8	16	3	7	3
gene-A1F92_RS15545	16	22	24	10	2	6
gene-A1F92_RS15550	59	61	98	98	78	88
gene-A1F92_RS15555	36	44	62	46	36	42
gene-A1F92_RS15560	113	174	171	131	96	107
gene-A1F92_RS15565	130	126	164	41	49	68
gene-A1F92_RS15570	229	242	257	6	7	17
gene-A1F92_RS15575	246	237	278	30	25	35
gene-A1F92_RS15580	16	15	19	20	13	19
gene-A1F92_RS15585	126	110	112	115	72	112
gene-A1F92_RS15590	58	96	82	59	35	49
gene-A1F92_RS15595	63	63	82	60	37	56
gene-A1F92_RS15600	21	26	38	61	35	34
gene-A1F92_RS15605	16	14	12	0	1	3
gene-A1F92_RS15610	53	53	48	27	28	33
gene-A1F92_RS15615	15	16	14	13	7	5
gene-A1F92_RS15620	14	18	11	17	10	6
gene-A1F92_RS15625	49	70	63	12	13	15
gene-A1F92_RS15630	19	12	19	13	9	7
gene-A1F92_RS15635	24	23	32	0	3	4
gene-A1F92_RS15640	24	46	19	2	1	5
gene-A1F92_RS16435	11	10	11	0	1	1
gene-A1F92_RS15645	8	10	11	2	5	7
gene-A1F92_RS15650	18	11	24	5	2	1
gene-A1F92_RS15655	16	12	14	8	3	8
gene-A1F92_RS15660	7	4	11	14	14	8
gene-A1F92_RS15665	6	2	3	17	20	13
gene-A1F92_RS15670	4	7	4	13	11	14
gene-A1F92_RS15675	10	12	23	55	42	33
gene-A1F92_RS15680	18	16	17	24	24	20
gene-A1F92_RS15685	196	201	224	2688	2759	2760
gene-A1F92_RS15690	82	88	83	731	724	770
gene-A1F92_RS15695	149	157	187	913	822	880
gene-A1F92_RS15700	255	289	270	72	73	101
gene-A1F92_RS15705	69	69	87	9	22	24
gene-A1F92_RS15710	1108	1190	1164	691	664	704
gene-A1F92_RS15715	222	263	197	118	135	124
gene-A1F92_RS15720	163	150	162	211	154	182
gene-A1F92_RS15725	45	60	67	14	11	12
gene-A1F92_RS15730	93	115	85	18	17	9
gene-A1F92_RS15735	1076	1052	1030	20	12	22
gene-A1F92_RS15740	45	55	43	19	21	45
gene-A1F92_RS15745	282	332	334	92	71	138
gene-A1F92_RS15750	370	329	341	37	39	36
gene-A1F92_RS15755	321	355	384	546	409	473
gene-A1F92_RS15760	53	58	54	37	31	34
gene-A1F92_RS15765	175	172	175	78	50	96
gene-A1F92_RS15770	636	693	654	727	545	691
gene-A1F92_RS15775	2619	2649	2566	715	614	789
gene-A1F92_RS15780	1525	1756	1664	195	164	180
gene-A1F92_RS15785	1152	1186	1283	537	450	509
gene-A1F92_RS15790	47	59	51	42	31	51
gene-A1F92_RS15795	45	32	33	20	15	24
gene-A1F92_RS15800	11829	11214	11221	1605	1573	1721
gene-A1F92_RS15805	6204	6629	6417	591	567	623
gene-A1F92_RS15810	7500	7367	6633	360	299	395
gene-A1F92_RS15815	235	231	331	485	339	412
gene-A1F92_RS15830	217	213	200	122	86	83
gene-A1F92_RS15835	74	80	86	36	27	45
gene-A1F92_RS15840	445	463	473	114	114	89
gene-A1F92_RS16135	160	163	161	16	13	16
gene-A1F92_RS15845	320	337	372	5932	3625	4088
gene-A1F92_RS15850	275	262	248	6584	4252	3950
gene-A1F92_RS15855	94	98	109	73	65	47
gene-A1F92_RS15860	169	179	167	16	24	25
gene-A1F92_RS16440	13	8	15	139	84	86
gene-A1F92_RS15875	6	7	12	111	123	84
gene-A1F92_RS15880	17	12	13	127	115	119
gene-A1F92_RS15885	3	6	7	68	35	44
gene-A1F92_RS15890	264	282	295	80	84	75
gene-A1F92_RS15895	779	1013	1259	6578	6478	5243
gene-A1F92_RS15900	37	59	52	99	82	81
gene-A1F92_RS15905	335	385	421	36	21	40
gene-A1F92_RS15910	107	127	136	28	25	15
gene-A1F92_RS15915	26	38	38	26	21	23
gene-A1F92_RS15920	52	56	29	19	12	22
gene-A1F92_RS15925	177	159	226	206	175	218
gene-A1F92_RS15930	311	350	355	352	356	309
gene-A1F92_RS15935	227	275	266	5320	5281	4429
gene-A1F92_RS16445	10	14	16	228	241	183
gene-A1F92_RS15940	71	84	75	982	905	873
gene-A1F92_RS15865	46	40	33	552	529	453
